tab 	er_locations
location_type	er_citation_names	location_end_lat	location_begin_lon	er_location_name	location_description	location_begin_lat	location_end_lon
Region	This study	47.10221	95.42039	Khukh_Davaa	Region of sampled Teel Formation basalt flows	47.06277	95.42075
>>>>>>>>>>
tab 	er_samples
sample_dip	sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_lat	sample_bed_dip	er_location_name	sample_height	magic_method_codes	sample_type	sample_azimuth	sample_lon	sample_class
-30	88.0	This study	Basalt	Z31	Z31.7	47.10049	58	Khukh_Davaa	68.4	SO-CMD-NORTH	Lava Flow	261.5	95.37604	Extrusive
-24	88.0	This study	Basalt	Z31	Z31.8	47.10049	58	Khukh_Davaa	69.4	SO-CMD-NORTH	Lava Flow	52.5	95.37604	Extrusive
-14	84.0	This study	Basalt	Z32	Z32.1	47.10094	55	Khukh_Davaa	114.6	SO-CMD-NORTH	Lava Flow	292.5	95.37684	Extrusive
-32	84.0	This study	Basalt	Z32	Z32.2	47.10094	55	Khukh_Davaa	114.9	SO-CMD-NORTH	Lava Flow	289.5	95.37684	Extrusive
-30	84.0	This study	Basalt	Z32	Z32.3	47.10094	55	Khukh_Davaa	114.9	SO-CMD-NORTH	Lava Flow	295.5	95.37684	Extrusive
-16	84.0	This study	Basalt	Z32	Z32.4	47.10094	55	Khukh_Davaa	115	SO-CMD-NORTH	Lava Flow	293.5	95.37684	Extrusive
-25	84.0	This study	Basalt	Z32	Z32.5	47.10094	55	Khukh_Davaa	115	SO-CMD-NORTH	Lava Flow	240.5	95.37684	Extrusive
-36	84.0	This study	Basalt	Z32	Z32.6	47.10094	55	Khukh_Davaa	114.7	SO-CMD-NORTH	Lava Flow	286.5	95.37684	Extrusive
-20	84.0	This study	Basalt	Z32	Z32.7	47.10094	55	Khukh_Davaa	114.7	SO-CMD-NORTH	Lava Flow	243.5	95.37684	Extrusive
-41	84.0	This study	Basalt	Z32	Z32.8	47.10094	55	Khukh_Davaa	115.1	SO-CMD-NORTH	Lava Flow	279.5	95.37684	Extrusive
-38	84.0	This study	Basalt	Z32	Z32.9	47.10094	55	Khukh_Davaa	115.3	SO-CMD-NORTH	Lava Flow	312.5	95.37684	Extrusive
-36	84.0	This study	Basalt	Z33	Z33.1	47.10107	55	Khukh_Davaa	127.7	SO-CMD-NORTH	Lava Flow	272.5	95.37705	Extrusive
-40	84.0	This study	Basalt	Z33	Z33.2	47.10107	55	Khukh_Davaa	127.9	SO-CMD-NORTH	Lava Flow	277.5	95.37705	Extrusive
-36	84.0	This study	Basalt	Z33	Z33.3	47.10107	55	Khukh_Davaa	128	SO-CMD-NORTH	Lava Flow	293.5	95.37705	Extrusive
-40	84.0	This study	Basalt	Z33	Z33.4	47.10107	55	Khukh_Davaa	127.6	SO-CMD-NORTH	Lava Flow	274.5	95.37705	Extrusive
-23	84.0	This study	Basalt	Z33	Z33.5	47.10107	55	Khukh_Davaa	127.6	SO-CMD-NORTH	Lava Flow	293.5	95.37705	Extrusive
-45	84.0	This study	Basalt	Z33	Z33.6	47.10107	55	Khukh_Davaa	127.5	SO-CMD-NORTH	Lava Flow	305.5	95.37705	Extrusive
-32	84.0	This study	Basalt	Z33	Z33.7	47.10107	55	Khukh_Davaa	127.2	SO-CMD-NORTH	Lava Flow	307.5	95.37705	Extrusive
-17	84.0	This study	Basalt	Z33	Z33.8	47.10107	55	Khukh_Davaa	128.4	SO-CMD-NORTH	Lava Flow	217.5	95.37705	Extrusive
-25	84.0	This study	Basalt	Z34	Z34.1	47.10111	55	Khukh_Davaa	133.2	SO-CMD-NORTH	Lava Flow	273.5	95.37712	Extrusive
-32	84.0	This study	Basalt	Z34	Z34.10	47.10111	55	Khukh_Davaa	133.3	SO-CMD-NORTH	Lava Flow	262.5	95.37712	Extrusive
-14	84.0	This study	Basalt	Z34	Z34.2	47.10111	55	Khukh_Davaa	133.2	SO-CMD-NORTH	Lava Flow	294.5	95.37712	Extrusive
-15	84.0	This study	Basalt	Z34	Z34.3	47.10111	55	Khukh_Davaa	133.9	SO-CMD-NORTH	Lava Flow	83.5	95.37712	Extrusive
-39	84.0	This study	Basalt	Z34	Z34.4	47.10111	55	Khukh_Davaa	133	SO-CMD-NORTH	Lava Flow	267.5	95.37712	Extrusive
-37	84.0	This study	Basalt	Z34	Z34.5	47.10111	55	Khukh_Davaa	133.2	SO-CMD-NORTH	Lava Flow	311.5	95.37712	Extrusive
-34	84.0	This study	Basalt	Z34	Z34.6	47.10111	55	Khukh_Davaa	133.4	SO-CMD-NORTH	Lava Flow	285.5	95.37712	Extrusive
-29	84.0	This study	Basalt	Z34	Z34.7	47.10111	55	Khukh_Davaa	133.6	SO-CMD-NORTH	Lava Flow	327.5	95.37712	Extrusive
-27	84.0	This study	Basalt	Z34	Z34.8	47.10111	55	Khukh_Davaa	133.6	SO-CMD-NORTH	Lava Flow	102.5	95.37712	Extrusive
-20	84.0	This study	Basalt	Z34	Z34.9	47.10111	55	Khukh_Davaa	133.3	SO-CMD-NORTH	Lava Flow	278.5	95.37712	Extrusive
-83	84.0	This study	Basalt	Z35	Z35.1	47.10069	55	Khukh_Davaa	148.16	SO-CMD-NORTH	Lava Flow	23.5	95.37747	Extrusive
-37	84.0	This study	Basalt	Z35	Z35.2	47.10069	55	Khukh_Davaa	148.22	SO-CMD-NORTH	Lava Flow	79.5	95.37747	Extrusive
-31	84.0	This study	Basalt	Z35	Z35.3	47.10069	55	Khukh_Davaa	148.32	SO-CMD-NORTH	Lava Flow	41.5	95.37747	Extrusive
-50	84.0	This study	Basalt	Z35	Z35.4	47.10069	55	Khukh_Davaa	248.23	SO-CMD-NORTH	Lava Flow	56.5	95.37747	Extrusive
-82	84.0	This study	Basalt	Z35	Z35.5	47.10069	55	Khukh_Davaa	148.25	SO-CMD-NORTH	Lava Flow	5.5	95.37747	Extrusive
-20	84.0	This study	Basalt	Z35	Z35.6	47.10069	55	Khukh_Davaa	148.26	SO-CMD-NORTH	Lava Flow	2.5	95.37747	Extrusive
-22	84.0	This study	Basalt	Z35	Z35.7	47.10069	55	Khukh_Davaa	148.35	SO-CMD-NORTH	Lava Flow	14.5	95.37747	Extrusive
-60	89.0	This study	Basalt	Z36	Z36.1	47.10221	47	Khukh_Davaa	265.2	SO-CMD-NORTH	Lava Flow	75.5	95.37959	Extrusive
-41	89.0	This study	Basalt	Z36	Z36.2	47.10221	47	Khukh_Davaa	265.4	SO-CMD-NORTH	Lava Flow	62.5	95.37959	Extrusive
-59	89.0	This study	Basalt	Z36	Z36.3	47.10221	47	Khukh_Davaa	265.8	SO-CMD-NORTH	Lava Flow	92.5	95.37959	Extrusive
-60	89.0	This study	Basalt	Z36	Z36.4	47.10221	47	Khukh_Davaa	265.4	SO-CMD-NORTH	Lava Flow	61.5	95.37959	Extrusive
-22	89.0	This study	Basalt	Z36	Z36.5	47.10221	47	Khukh_Davaa	265.5	SO-CMD-NORTH	Lava Flow	60.5	95.37959	Extrusive
-38	89.0	This study	Basalt	Z36	Z36.6	47.10221	47	Khukh_Davaa	265.5	SO-CMD-NORTH	Lava Flow	79.5	95.37959	Extrusive
-54	89.0	This study	Basalt	Z36	Z36.7	47.10221	47	Khukh_Davaa	265.8	SO-CMD-NORTH	Lava Flow	55.5	95.37959	Extrusive
-36	89.0	This study	Basalt	Z36	Z36.8	47.10221	47	Khukh_Davaa	266	SO-CMD-NORTH	Lava Flow	95.5	95.37959	Extrusive
-41	89.0	This study	Basalt	Z37	Z37.1	47.10211	47	Khukh_Davaa	276.4	SO-CMD-NORTH	Lava Flow	117.5	95.37971	Extrusive
-30	89.0	This study	Basalt	Z37	Z37.2	47.10211	47	Khukh_Davaa	276.4	SO-CMD-NORTH	Lava Flow	52.5	95.37971	Extrusive
-53	89.0	This study	Basalt	Z37	Z37.3	47.10211	47	Khukh_Davaa	276.2	SO-CMD-NORTH	Lava Flow	92.5	95.37971	Extrusive
-50	89.0	This study	Basalt	Z37	Z37.4	47.10211	47	Khukh_Davaa	276.4	SO-CMD-NORTH	Lava Flow	95.5	95.37971	Extrusive
-51	89.0	This study	Basalt	Z37	Z37.5	47.10211	47	Khukh_Davaa	276.3	SO-CMD-NORTH	Lava Flow	110.5	95.37971	Extrusive
-61	89.0	This study	Basalt	Z37	Z37.6	47.10211	47	Khukh_Davaa	276.6	SO-CMD-NORTH	Lava Flow	88.5	95.37971	Extrusive
-60	89.0	This study	Basalt	Z37	Z37.7	47.10211	47	Khukh_Davaa	276.3	SO-CMD-NORTH	Lava Flow	139.5	95.37971	Extrusive
-38	89.0	This study	Basalt	Z37	Z37.8	47.10211	47	Khukh_Davaa	276	SO-CMD-NORTH	Lava Flow	67.5	95.37971	Extrusive
-49	89.0	This study	Basalt	Z37	Z37.9	47.10211	47	Khukh_Davaa	277	SO-CMD-NORTH	Lava Flow	105.5	95.37971	Extrusive
-44	87.0	This study	Basalt	Z38	Z38.1	47.09855	46	Khukh_Davaa	517.9	SO-CMD-NORTH	Lava Flow	71.5	95.38445	Extrusive
-36	87.0	This study	Basalt	Z38	Z38.10	47.09855	46	Khukh_Davaa	517.8	SO-CMD-NORTH	Lava Flow	36.5	95.38445	Extrusive
-50	87.0	This study	Basalt	Z38	Z38.2	47.09855	46	Khukh_Davaa	517.8	SO-CMD-NORTH	Lava Flow	127.5	95.38445	Extrusive
-60	87.0	This study	Basalt	Z38	Z38.3	47.09855	46	Khukh_Davaa	517.9	SO-CMD-NORTH	Lava Flow	35.5	95.38445	Extrusive
-36	87.0	This study	Basalt	Z38	Z38.4	47.09855	46	Khukh_Davaa	518	SO-CMD-NORTH	Lava Flow	34.5	95.38445	Extrusive
-44	87.0	This study	Basalt	Z38	Z38.5	47.09855	46	Khukh_Davaa	517.8	SO-CMD-NORTH	Lava Flow	54.5	95.38445	Extrusive
-31	87.0	This study	Basalt	Z38	Z38.6	47.09855	46	Khukh_Davaa	317.7	SO-CMD-NORTH	Lava Flow	50.5	95.38445	Extrusive
-59	87.0	This study	Basalt	Z38	Z38.7	47.09855	46	Khukh_Davaa	517.7	SO-CMD-NORTH	Lava Flow	3.5	95.38445	Extrusive
-23	87.0	This study	Basalt	Z38	Z38.8	47.09855	46	Khukh_Davaa	517.8	SO-CMD-NORTH	Lava Flow	354.5	95.38445	Extrusive
-56	87.0	This study	Basalt	Z38	Z38.9	47.09855	46	Khukh_Davaa	517.9	SO-CMD-NORTH	Lava Flow	82.5	95.38445	Extrusive
-36	87.0	This study	Basalt	Z39	Z39.1	47.09860	46	Khukh_Davaa	531	SO-CMD-NORTH	Lava Flow	30.5	95.38467	Extrusive
-28	87.0	This study	Basalt	Z39	Z39.2	47.09860	46	Khukh_Davaa	531	SO-CMD-NORTH	Lava Flow	18.5	95.38467	Extrusive
-23	87.0	This study	Basalt	Z39	Z39.3	47.09860	46	Khukh_Davaa	531	SO-CMD-NORTH	Lava Flow	31.5	95.38467	Extrusive
-24	87.0	This study	Basalt	Z39	Z39.4	47.09860	46	Khukh_Davaa	531	SO-CMD-NORTH	Lava Flow	31.5	95.38467	Extrusive
-25	87.0	This study	Basalt	Z39	Z39.5	47.09860	46	Khukh_Davaa	531	SO-CMD-NORTH	Lava Flow	20.5	95.38467	Extrusive
-26	87.0	This study	Basalt	Z39	Z39.6	47.09860	46	Khukh_Davaa	531	SO-CMD-NORTH	Lava Flow	25.5	95.38467	Extrusive
-36	87.0	This study	Basalt	Z40	Z40.1	47.09859	46	Khukh_Davaa	534.2	SO-CMD-NORTH	Lava Flow	1.5	95.38474	Extrusive
-31	87.0	This study	Basalt	Z40	Z40.2	47.09859	46	Khukh_Davaa	533.2	SO-CMD-NORTH	Lava Flow	10.5	95.38474	Extrusive
-60	87.0	This study	Basalt	Z40	Z40.3	47.09859	46	Khukh_Davaa	533.2	SO-CMD-NORTH	Lava Flow	68.5	95.38474	Extrusive
-51	87.0	This study	Basalt	Z40	Z40.4	47.09859	46	Khukh_Davaa	533.2	SO-CMD-NORTH	Lava Flow	64.5	95.38474	Extrusive
-21	87.0	This study	Basalt	Z40	Z40.5	47.09859	46	Khukh_Davaa	533	SO-CMD-NORTH	Lava Flow	85.5	95.38474	Extrusive
-16	87.0	This study	Basalt	Z40	Z40.6	47.09859	46	Khukh_Davaa	533	SO-CMD-NORTH	Lava Flow	94.5	95.38474	Extrusive
-18	87.0	This study	Basalt	Z40	Z40.7	47.09859	46	Khukh_Davaa	533	SO-CMD-NORTH	Lava Flow	104.5	95.38474	Extrusive
-51	87.0	This study	Basalt	Z40	Z40.8	47.09859	46	Khukh_Davaa	534.5	SO-CMD-NORTH	Lava Flow	10.5	95.38474	Extrusive
-48	87.0	This study	Basalt	Z40	Z40.9	47.09859	46	Khukh_Davaa	534.5	SO-CMD-NORTH	Lava Flow	5.5	95.38474	Extrusive
-45	84.0	This study	Basalt	Z41	Z41.1	47.10109	55	Khukh_Davaa	153.1	SO-CMD-NORTH	Lava Flow	55.5	95.37744	Extrusive
-35	84.0	This study	Basalt	Z41	Z41.2	47.10109	55	Khukh_Davaa	152.2	SO-CMD-NORTH	Lava Flow	107.5	95.37744	Extrusive
-27	84.0	This study	Basalt	Z41	Z41.3	47.10109	55	Khukh_Davaa	152.8	SO-CMD-NORTH	Lava Flow	134.5	95.37744	Extrusive
-37	84.0	This study	Basalt	Z41	Z41.4	47.10109	55	Khukh_Davaa	151.4	SO-CMD-NORTH	Lava Flow	21.5	95.37744	Extrusive
-33	84.0	This study	Basalt	Z41	Z41.5	47.10109	55	Khukh_Davaa	153	SO-CMD-NORTH	Lava Flow	295.5	95.37744	Extrusive
-36	84.0	This study	Basalt	Z41	Z41.6	47.10109	55	Khukh_Davaa	153	SO-CMD-NORTH	Lava Flow	305.5	95.37744	Extrusive
-17	84.0	This study	Basalt	Z41	Z41.7	47.10109	55	Khukh_Davaa	153.1	SO-CMD-NORTH	Lava Flow	298.5	95.37744	Extrusive
-16	84.0	This study	Basalt	Z41	Z41.8	47.10109	55	Khukh_Davaa	153.1	SO-CMD-NORTH	Lava Flow	308.5	95.37744	Extrusive
-21	87.0	This study	Basalt	Z42	Z42.1	47.09577	37	Khukh_Davaa	594.5	SO-CMD-NORTH	Lava Flow	24.5	95.38577	Extrusive
-23	87.0	This study	Basalt	Z42	Z42.2	47.09577	37	Khukh_Davaa	595.1	SO-CMD-NORTH	Lava Flow	346.5	95.38577	Extrusive
-29	87.0	This study	Basalt	Z42	Z42.3	47.09577	37	Khukh_Davaa	594.9	SO-CMD-NORTH	Lava Flow	68.5	95.38577	Extrusive
-25	87.0	This study	Basalt	Z42	Z42.4	47.09577	37	Khukh_Davaa	595.7	SO-CMD-NORTH	Lava Flow	14.5	95.38577	Extrusive
-28	87.0	This study	Basalt	Z42	Z42.5	47.09577	37	Khukh_Davaa	596.1	SO-CMD-NORTH	Lava Flow	20.5	95.38577	Extrusive
-15	87.0	This study	Basalt	Z42	Z42.6	47.09577	37	Khukh_Davaa	596.2	SO-CMD-NORTH	Lava Flow	337.5	95.38577	Extrusive
-20	87.0	This study	Basalt	Z42	Z42.7	47.09577	37	Khukh_Davaa	596.3	SO-CMD-NORTH	Lava Flow	357.5	95.38577	Extrusive
-51	87.0	This study	Basalt	Z42	Z42.8	47.09577	37	Khukh_Davaa	594.9	SO-CMD-NORTH	Lava Flow	49.5	95.38577	Extrusive
-41	87.0	This study	Basalt	Z43	Z43.1	47.09570	37	Khukh_Davaa	622.9	SO-CMD-NORTH	Lava Flow	128.5	95.38638	Extrusive
-76	87.0	This study	Basalt	Z43	Z43.2	47.09570	37	Khukh_Davaa	623.2	SO-CMD-NORTH	Lava Flow	81.5	95.38638	Extrusive
-45	87.0	This study	Basalt	Z43	Z43.3	47.09570	37	Khukh_Davaa	623.3	SO-CMD-NORTH	Lava Flow	89.5	95.38638	Extrusive
-65	87.0	This study	Basalt	Z43	Z43.4	47.09570	37	Khukh_Davaa	622.9	SO-CMD-NORTH	Lava Flow	104.5	95.38638	Extrusive
-18	87.0	This study	Basalt	Z43	Z43.5	47.09570	37	Khukh_Davaa	622.9	SO-CMD-NORTH	Lava Flow	259.5	95.38638	Extrusive
-52	87.0	This study	Basalt	Z43	Z43.6	47.09570	37	Khukh_Davaa	622.7	SO-CMD-NORTH	Lava Flow	68.5	95.38638	Extrusive
-51	87.0	This study	Basalt	Z43	Z43.7	47.09570	37	Khukh_Davaa	623.4	SO-CMD-NORTH	Lava Flow	95.5	95.38638	Extrusive
-48	87.0	This study	Basalt	Z43	Z43.8	47.09570	37	Khukh_Davaa	623.5	SO-CMD-NORTH	Lava Flow	98.5	95.38638	Extrusive
-48	87.0	This study	Basalt	Z44	Z44.1	47.09571	37	Khukh_Davaa	623.8	SO-CMD-NORTH	Lava Flow	82.5	95.38651	Extrusive
-25	87.0	This study	Basalt	Z44	Z44.2	47.09571	37	Khukh_Davaa	623.8	SO-CMD-NORTH	Lava Flow	358.5	95.38651	Extrusive
-50	87.0	This study	Basalt	Z44	Z44.3	47.09571	37	Khukh_Davaa	624	SO-CMD-NORTH	Lava Flow	70.5	95.38651	Extrusive
-56	87.0	This study	Basalt	Z44	Z44.4	47.09571	37	Khukh_Davaa	623.7	SO-CMD-NORTH	Lava Flow	100.5	95.38651	Extrusive
-70	87.0	This study	Basalt	Z44	Z44.5	47.09571	37	Khukh_Davaa	623.7	SO-CMD-NORTH	Lava Flow	136.5	95.38651	Extrusive
-62	87.0	This study	Basalt	Z44	Z44.6	47.09571	37	Khukh_Davaa	623.9	SO-CMD-NORTH	Lava Flow	140.5	95.38651	Extrusive
-72	87.0	This study	Basalt	Z44	Z44.7	47.09571	37	Khukh_Davaa	624.1	SO-CMD-NORTH	Lava Flow	54.5	95.38651	Extrusive
-40	87.0	This study	Basalt	Z45	Z45.1	47.09562	37	Khukh_Davaa	648.3	SO-CMD-NORTH	Lava Flow	25.5	95.38676	Extrusive
-13	87.0	This study	Basalt	Z45	Z45.2	47.09562	37	Khukh_Davaa	648.5	SO-CMD-NORTH	Lava Flow	355.5	95.38676	Extrusive
-62	87.0	This study	Basalt	Z45	Z45.3	47.09562	37	Khukh_Davaa	649.4	SO-CMD-NORTH	Lava Flow	84.5	95.38676	Extrusive
-75	87.0	This study	Basalt	Z45	Z45.4	47.09562	37	Khukh_Davaa	649.3	SO-CMD-NORTH	Lava Flow	92.5	95.38676	Extrusive
-66	87.0	This study	Basalt	Z45	Z45.5	47.09562	37	Khukh_Davaa	649.5	SO-CMD-NORTH	Lava Flow	63.5	95.38676	Extrusive
-22	87.0	This study	Basalt	Z45	Z45.6	47.09562	37	Khukh_Davaa	648.6	SO-CMD-NORTH	Lava Flow	89.5	95.38676	Extrusive
-30	87.0	This study	Basalt	Z45	Z45.7	47.09562	37	Khukh_Davaa	648.6	SO-CMD-NORTH	Lava Flow	59.5	95.38676	Extrusive
-73	87.0	This study	Basalt	Z45	Z45.8	47.09562	37	Khukh_Davaa	648.9	SO-CMD-NORTH	Lava Flow	11.5	95.38676	Extrusive
-19	87.0	This study	Basalt	Z46	Z46.1	47.09563	37	Khukh_Davaa	670.5	SO-CMD-NORTH	Lava Flow	28.5	95.38692	Extrusive
-73	87.0	This study	Basalt	Z46	Z46.2	47.09563	37	Khukh_Davaa	671.9	SO-CMD-NORTH	Lava Flow	75.5	95.38692	Extrusive
-12	87.0	This study	Basalt	Z46	Z46.3	47.09563	37	Khukh_Davaa	672	SO-CMD-NORTH	Lava Flow	98.5	95.38692	Extrusive
-13	87.0	This study	Basalt	Z46	Z46.4	47.09563	37	Khukh_Davaa	672.2	SO-CMD-NORTH	Lava Flow	40.5	95.38692	Extrusive
-5	87.0	This study	Basalt	Z46	Z46.5	47.09563	37	Khukh_Davaa	672.4	SO-CMD-NORTH	Lava Flow	63.5	95.38692	Extrusive
-29	87.0	This study	Basalt	Z46	Z46.6	47.09563	37	Khukh_Davaa	673	SO-CMD-NORTH	Lava Flow	62.5	95.38692	Extrusive
-26	87.0	This study	Basalt	Z46	Z46.7	47.09563	37	Khukh_Davaa	674.1	SO-CMD-NORTH	Lava Flow	83.5	95.38692	Extrusive
-38	87.0	This study	Basalt	Z46	Z46.8	47.09563	37	Khukh_Davaa	673.8	SO-CMD-NORTH	Lava Flow	47.5	95.38692	Extrusive
-31	87.0	This study	Basalt	Z47	Z47.1	47.09568	37	Khukh_Davaa	682.7	SO-CMD-NORTH	Lava Flow	31.5	95.38727	Extrusive
-33	87.0	This study	Basalt	Z47	Z47.2	47.09568	37	Khukh_Davaa	682.6	SO-CMD-NORTH	Lava Flow	43.5	95.38727	Extrusive
-33	87.0	This study	Basalt	Z47	Z47.3	47.09568	37	Khukh_Davaa	682.9	SO-CMD-NORTH	Lava Flow	41.5	95.38727	Extrusive
-73	87.0	This study	Basalt	Z47	Z47.4	47.09568	37	Khukh_Davaa	683.2	SO-CMD-NORTH	Lava Flow	39.5	95.38727	Extrusive
-42	87.0	This study	Basalt	Z47	Z47.5	47.09568	37	Khukh_Davaa	683.3	SO-CMD-NORTH	Lava Flow	64.5	95.38727	Extrusive
-36	87.0	This study	Basalt	Z47	Z47.6	47.09568	37	Khukh_Davaa	683.6	SO-CMD-NORTH	Lava Flow	57.5	95.38727	Extrusive
-65	87.0	This study	Basalt	Z47	Z47.7	47.09568	37	Khukh_Davaa	683.8	SO-CMD-NORTH	Lava Flow	53.5	95.38727	Extrusive
-30	87.0	This study	Basalt	Z47	Z47.8	47.09568	37	Khukh_Davaa	684.6	SO-CMD-NORTH	Lava Flow	15.5	95.38727	Extrusive
-22	91.0	This study	Basalt	Z48	Z48.1	47.09570	28	Khukh_Davaa	693.5	SO-CMD-NORTH	Lava Flow	50.5	95.38744	Extrusive
-23	91.0	This study	Basalt	Z48	Z48.2	47.09570	28	Khukh_Davaa	693.6	SO-CMD-NORTH	Lava Flow	8.5	95.38744	Extrusive
-14	91.0	This study	Basalt	Z48	Z48.3	47.09570	28	Khukh_Davaa	693.9	SO-CMD-NORTH	Lava Flow	17.5	95.38744	Extrusive
-21	91.0	This study	Basalt	Z48	Z48.4	47.09570	28	Khukh_Davaa	693.7	SO-CMD-NORTH	Lava Flow	5.5	95.38744	Extrusive
-18	91.0	This study	Basalt	Z48	Z48.5	47.09570	28	Khukh_Davaa	693.9	SO-CMD-NORTH	Lava Flow	346.5	95.38744	Extrusive
-50	91.0	This study	Basalt	Z48	Z48.6	47.09570	28	Khukh_Davaa	694.3	SO-CMD-NORTH	Lava Flow	35.5	95.38744	Extrusive
-38	91.0	This study	Basalt	Z48	Z48.7	47.09570	28	Khukh_Davaa	695.4	SO-CMD-NORTH	Lava Flow	24.5	95.38744	Extrusive
-36	91.0	This study	Basalt	Z48	Z48.8	47.09570	28	Khukh_Davaa	695.3	SO-CMD-NORTH	Lava Flow	78.5	95.38744	Extrusive
-8	91.0	This study	Basalt	Z49	Z49.1	47.09581	28	Khukh_Davaa	708.1	SO-CMD-NORTH	Lava Flow	175.5	95.38747	Extrusive
-37	91.0	This study	Basalt	Z49	Z49.2	47.09581	28	Khukh_Davaa	707.9	SO-CMD-NORTH	Lava Flow	44.5	95.38747	Extrusive
-19	91.0	This study	Basalt	Z49	Z49.3	47.09581	28	Khukh_Davaa	707.1	SO-CMD-NORTH	Lava Flow	346.5	95.38747	Extrusive
-64	91.0	This study	Basalt	Z49	Z49.4	47.09581	28	Khukh_Davaa	707.4	SO-CMD-NORTH	Lava Flow	353.5	95.38747	Extrusive
-63	91.0	This study	Basalt	Z49	Z49.5	47.09581	28	Khukh_Davaa	707	SO-CMD-NORTH	Lava Flow	66.5	95.38747	Extrusive
-7	91.0	This study	Basalt	Z49	Z49.6	47.09581	28	Khukh_Davaa	707.7	SO-CMD-NORTH	Lava Flow	184.5	95.38747	Extrusive
-15	91.0	This study	Basalt	Z49	Z49.7	47.09581	28	Khukh_Davaa	708.6	SO-CMD-NORTH	Lava Flow	243.5	95.38747	Extrusive
-51	91.0	This study	Basalt	Z50	Z50.1	47.09575	28	Khukh_Davaa	720.9	SO-CMD-NORTH	Lava Flow	85.5	95.38781	Extrusive
-52	91.0	This study	Basalt	Z50	Z50.2	47.09575	28	Khukh_Davaa	721.1	SO-CMD-NORTH	Lava Flow	58.5	95.38781	Extrusive
-54	91.0	This study	Basalt	Z50	Z50.3	47.09575	28	Khukh_Davaa	721.1	SO-CMD-NORTH	Lava Flow	58.5	95.38781	Extrusive
-30	91.0	This study	Basalt	Z50	Z50.4	47.09575	28	Khukh_Davaa	721.7	SO-CMD-NORTH	Lava Flow	60.5	95.38781	Extrusive
-36	91.0	This study	Basalt	Z50	Z50.5	47.09575	28	Khukh_Davaa	722.3	SO-CMD-NORTH	Lava Flow	45.5	95.38781	Extrusive
-25	91.0	This study	Basalt	Z50	Z50.6	47.09575	28	Khukh_Davaa	721.2	SO-CMD-NORTH	Lava Flow	48.5	95.38781	Extrusive
-58	91.0	This study	Basalt	Z50	Z50.7	47.09575	28	Khukh_Davaa	720.9	SO-CMD-NORTH	Lava Flow	73.5	95.38781	Extrusive
-59	91.0	This study	Basalt	Z50	Z50.8	47.09575	28	Khukh_Davaa	720.9	SO-CMD-NORTH	Lava Flow	85.5	95.38781	Extrusive
